osm_id,lon,lat,building_tag,name,용도분류,판정단계,판정근거
w1142292246,126.993493,37.571299,yes,,미분류,-,OSM 내 용도 근거 없음
w1142292247,126.993507,37.571421,yes,,상업·업무,L5,인접 POI 스냅 1개: 임진강민물 (9m)
w1142292248,126.993652,37.571008,yes,,미분류,-,OSM 내 용도 근거 없음
w1142292249,126.993441,37.570943,yes,,미분류,-,OSM 내 용도 근거 없음
w1142292250,126.993612,37.570789,yes,,미분류,-,OSM 내 용도 근거 없음
w1145147486,126.999877,37.580493,yes,,종교·문화,L2,historic=city_gate
w1146015964,126.995896,37.576132,yes,,상업·업무,L4,내부 POI 1개: 일트(ILLT)
w1147954073,127.005316,37.589599,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954074,127.005411,37.589663,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954075,127.005495,37.589731,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954076,127.005572,37.589791,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954077,127.005266,37.589686,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954078,127.005391,37.589764,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954079,127.005174,37.589815,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954080,127.005142,37.589953,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954081,127.004942,37.590078,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954082,127.004863,37.590159,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954083,127.004784,37.590235,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954084,127.005064,37.590162,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954085,127.004979,37.590243,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954086,127.004900,37.590311,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954087,127.005102,37.590315,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954088,127.005005,37.590382,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954089,127.005231,37.590387,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954090,127.005170,37.590489,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954091,127.005163,37.590236,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954092,127.005008,37.590011,yes,,상업·업무,L4,내부 POI 1개: 하단
w1147954093,127.005401,37.589449,yes,,상업·업무,L4,"내부 POI 2개: 한솔부동산, 우리생협"
w1147954094,127.005501,37.589473,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954095,127.005591,37.589531,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954096,127.005440,37.589519,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954097,127.005497,37.589564,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954098,127.005547,37.589603,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954099,127.005898,37.589701,yes,성북어린이집,공공·교육,L2,amenity=childcare
w1147954141,127.005668,37.590017,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954142,127.005807,37.590199,house,,주거,L1,building=house
w1147954143,127.005520,37.590157,house,,주거,L1,building=house
w1147954144,127.005367,37.590195,house,,주거,L1,building=house
w1147954145,127.005229,37.590290,house,,주거,L1,building=house
w1147954146,127.005607,37.590562,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954156,127.006144,37.590136,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954157,127.005982,37.590021,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954158,127.005938,37.589868,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954159,127.004914,37.590981,house,,주거,L1,building=house
w1147954163,127.004795,37.590794,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954164,127.004665,37.590756,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954165,127.004560,37.590670,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954166,127.005055,37.590735,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954167,127.004824,37.590574,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954168,127.004616,37.590475,yes,,미분류,-,OSM 내 용도 근거 없음
w1147954169,127.004351,37.590715,yes,,상업·업무,L4,내부 POI 1개: CU
w1148251574,126.964239,37.582562,yes,9,주거,L6,포함 영역: landuse=residential (옥인연립)
w1148251575,126.964310,37.582451,yes,8,주거,L6,포함 영역: landuse=residential (옥인연립)
w1148251576,126.964192,37.582244,kindergarten,세종마을 어린이집,공공·교육,L1,building=kindergarten
w1148251577,126.964523,37.582326,yes,10,주거,L6,포함 영역: landuse=residential (옥인연립)
w1148251578,126.964487,37.582857,yes,12,주거,L6,포함 영역: landuse=residential (옥인연립)
w1148251579,126.964666,37.582559,yes,11,주거,L6,포함 영역: landuse=residential (옥인연립)
w1148251582,126.964668,37.582181,yes,,종교·문화,L2,amenity=place_of_worship
w1148251584,126.964946,37.582040,yes,1,주거,L6,포함 영역: landuse=residential (옥인연립)
w1148251585,126.965041,37.582139,yes,2,주거,L6,포함 영역: landuse=residential (옥인연립)
w1148251586,126.965134,37.582236,yes,3,주거,L6,포함 영역: landuse=residential (옥인연립)
w1148251587,126.965222,37.582325,yes,5,주거,L6,포함 영역: landuse=residential (옥인연립)
w1148251588,126.964971,37.582334,yes,6,주거,L6,포함 영역: landuse=residential (옥인연립)
w1148251589,126.964842,37.582594,yes,,종교·문화,L2,amenity=place_of_worship
w1148251591,126.963982,37.581979,kindergarten,,공공·교육,L1,building=kindergarten
w1148251598,126.966386,37.581227,yes,LAYOUT,상업·업무,L2,shop=nursery
w1148251599,126.966479,37.581326,yes,,주거,L6,포함 영역: landuse=residential
w1148251600,126.966537,37.581191,yes,,상업·업무,L2,shop=optician
w1148251602,126.966781,37.581330,yes,,종교·문화,L2,tourism=gallery
w1148251604,126.966924,37.581485,yes,,주거,L6,포함 영역: landuse=residential
w1148251605,126.967049,37.581491,yes,,주거,L6,포함 영역: landuse=residential
w1148251607,126.966954,37.581358,yes,,주거,L6,포함 영역: landuse=residential
w1148251621,126.965655,37.582221,yes,,주거,L6,포함 영역: landuse=residential
w1148251625,126.965812,37.582142,yes,,주거,L6,포함 영역: landuse=residential
w1148251626,126.965994,37.582066,yes,,주거,L6,포함 영역: landuse=residential
w1148251629,126.966201,37.581923,yes,,종교·문화,L5,인접 POI 스냅 1개: Château Baekmiwon Site (4m)
w1148251630,126.966364,37.581771,yes,,주거,L6,포함 영역: landuse=residential
w1148251632,126.966569,37.581735,yes,,주거,L6,포함 영역: landuse=residential
w1148251634,126.966721,37.581622,yes,,주거,L6,포함 영역: landuse=residential
w1148251637,126.967052,37.581772,yes,,주거,L6,포함 영역: landuse=residential
w1148251639,126.967009,37.581647,yes,,주거,L6,포함 영역: landuse=residential
w1148325407,126.966833,37.582012,house,,주거,L1,building=house
w1148325414,126.967023,37.582106,house,,주거,L1,building=house
w1148325415,126.966916,37.582202,house,,주거,L1,building=house
w1148325416,126.966824,37.582315,house,,주거,L1,building=house
w1148325417,126.966673,37.582205,house,,주거,L1,building=house
w1148325418,126.966605,37.582070,house,,주거,L1,building=house
w1148325419,126.966422,37.582119,house,,주거,L1,building=house
w1148325422,126.966155,37.582207,apartments,,주거,L1,building=apartments
w1148325424,126.965861,37.582395,house,,주거,L1,building=house
w1148325438,126.965093,37.582962,house,,주거,L1,building=house
w1148325439,126.965206,37.582886,house,,주거,L1,building=house
w1148325440,126.965367,37.582827,house,,주거,L1,building=house
w1148325441,126.965487,37.582738,house,,주거,L1,building=house
w1148325442,126.965631,37.582703,house,,주거,L1,building=house
w1148325443,126.965697,37.582553,house,,주거,L1,building=house
w1148325455,126.965915,37.584099,yes,,종교·문화,L2,amenity=place_of_worship
w1148325459,126.966781,37.584328,yes,,종교·문화,L2,amenity=place_of_worship
w1148325461,126.966882,37.584339,yes,,종교·문화,L6,포함 영역: amenity=place_of_worship
w1148325462,126.966763,37.584404,roof,,기타·부속,L1,building=roof
w1148325463,126.966833,37.584269,roof,,기타·부속,L1,building=roof
w1148325464,126.966766,37.584264,roof,,기타·부속,L1,building=roof
w1148325465,126.966676,37.584347,roof,,기타·부속,L1,building=roof
w1148325466,126.966740,37.584305,roof,,기타·부속,L1,building=roof
w1148325468,126.966820,37.584459,yes,,종교·문화,L2,amenity=place_of_worship
w1148325469,126.966650,37.584608,yes,,종교·문화,L2,amenity=place_of_worship
w1148329226,126.967262,37.583990,apartments,,주거,L1,building=apartments
w1148329232,126.967605,37.584150,yes,,주거,L6,포함 영역: landuse=residential
w1148329235,126.967389,37.584204,yes,,주거,L6,포함 영역: landuse=residential
w1148329237,126.966829,37.583860,yes,,주거,L6,포함 영역: landuse=residential
w1148329242,126.966956,37.583597,yes,,주거,L6,포함 영역: landuse=residential
w1148329243,126.967134,37.583584,yes,,주거,L6,포함 영역: landuse=residential
w1148329244,126.966830,37.583637,yes,,주거,L6,포함 영역: landuse=residential
w1148329246,126.967201,37.583385,yes,,주거,L6,포함 영역: landuse=residential
w1148329247,126.967118,37.583393,yes,,주거,L6,포함 영역: landuse=residential
w1148329248,126.967054,37.583414,yes,,주거,L6,포함 영역: landuse=residential
w1148329249,126.966980,37.583433,yes,,주거,L6,포함 영역: landuse=residential
w1148329250,126.966921,37.583461,yes,,주거,L6,포함 영역: landuse=residential
w1148330215,126.968121,37.582550,apartments,,주거,L1,building=apartments
w1148330216,126.968228,37.582368,apartments,,주거,L1,building=apartments
w1148330217,126.968534,37.581998,apartments,,주거,L1,building=apartments
w1148330221,126.968310,37.581902,yes,,주거,L6,포함 영역: landuse=residential
w1148618163,126.969486,37.582985,yes,,주거,L6,포함 영역: landuse=residential
w1148618164,126.969486,37.582884,yes,,주거,L6,포함 영역: landuse=residential
w1148618165,126.969497,37.582794,yes,,주거,L6,포함 영역: landuse=residential
w1148618166,126.969484,37.582712,yes,,주거,L6,포함 영역: landuse=residential
w1148618167,126.969837,37.582533,yes,,주거,L6,포함 영역: landuse=residential
w1148618168,126.969808,37.582600,yes,,주거,L6,포함 영역: landuse=residential
w1148618169,126.969806,37.582679,yes,,주거,L6,포함 영역: landuse=residential
w1148618170,126.969805,37.582802,yes,,주거,L6,포함 영역: landuse=residential
w1148618171,126.969679,37.582823,yes,,주거,L6,포함 영역: landuse=residential
w1148618172,126.969683,37.582731,yes,,주거,L6,포함 영역: landuse=residential
w1148618173,126.969658,37.582673,yes,,주거,L6,포함 영역: landuse=residential
w1148618174,126.969501,37.582632,yes,,주거,L6,포함 영역: landuse=residential
w1148618176,126.972470,37.580504,yes,,주거,L6,포함 영역: landuse=residential
w1151107235,126.994714,37.556775,detached,,주거,L1,building=detached
w1151107236,126.994604,37.556474,detached,,주거,L1,building=detached
w1151502849,126.976939,37.557976,commercial,,상업·업무,L1,building=commercial
w1151502850,126.977068,37.557921,commercial,,상업·업무,L1,building=commercial
w1151502853,126.977069,37.557977,commercial,,상업·업무,L1,building=commercial
w1151502854,126.977069,37.558035,commercial,,상업·업무,L1,building=commercial
w1151502855,126.977049,37.558082,commercial,,상업·업무,L1,building=commercial
w1151502856,126.977095,37.558141,commercial,,상업·업무,L1,building=commercial
w1151502857,126.976921,37.558144,commercial,,상업·업무,L1,building=commercial
w1151502858,126.976665,37.557895,commercial,연세악세서리전문상가,상업·업무,L1,building=commercial
w1151502859,126.976753,37.558149,commercial,장안악세서리전문상가,상업·업무,L1,building=commercial
w1151907474,126.976251,37.560127,commercial,,상업·업무,L1,building=commercial
w1153422027,126.977015,37.558298,yes,남대문국제수입품상,상업·업무,L4,내부 POI 1개: 백년토종삼계탕
w1153422028,126.977124,37.558361,yes,,상업·업무,L4,내부 POI 1개: amenity=restaurant
w1153422029,126.977121,37.558417,yes,,상업·업무,L4,내부 POI 1개: 가메골 옛날손왕만두&손칼국수
w1153422030,126.977136,37.558485,yes,,상업·업무,L4,내부 POI 1개: Egg Maca Chou
w1153422031,126.977053,37.558440,yes,,상업·업무,L4,내부 POI 1개: 삼성안경
w1153422032,126.976918,37.558453,yes,,상업·업무,L6,포함 영역: amenity=marketplace (남대문시장)
w1157159992,126.977315,37.583167,yes,옥호루,종교·문화,L6,포함 영역: historic=castle (경복궁)
w1158945351,127.005239,37.589493,yes,,미분류,-,OSM 내 용도 근거 없음
w1158945352,127.005119,37.589571,commercial,,상업·업무,L1,building=commercial
w1158945353,127.004909,37.589809,commercial,,상업·업무,L1,building=commercial
w1158945354,127.004852,37.589870,commercial,,상업·업무,L1,building=commercial
w1158945355,127.004973,37.589705,commercial,,상업·업무,L1,building=commercial
w1158945356,127.005035,37.589662,commercial,,상업·업무,L1,building=commercial
w1158945357,127.004816,37.589945,commercial,,상업·업무,L1,building=commercial
w1158945358,127.004767,37.590010,commercial,,상업·업무,L1,building=commercial
w1158945359,127.004697,37.590083,commercial,,상업·업무,L1,building=commercial
w1158945360,127.004645,37.590154,commercial,,상업·업무,L1,building=commercial
w1158945361,127.004587,37.590221,commercial,,상업·업무,L1,building=commercial
w1158945362,127.004524,37.590287,commercial,,상업·업무,L1,building=commercial
w1158945363,127.004479,37.590357,commercial,,상업·업무,L1,building=commercial
w1158945364,127.004423,37.590422,commercial,,상업·업무,L1,building=commercial
w1158945365,127.004334,37.590503,commercial,,상업·업무,L1,building=commercial
w1158945366,127.004254,37.590626,commercial,,상업·업무,L1,building=commercial
w1158945367,127.004173,37.590779,commercial,,상업·업무,L1,building=commercial
w1158945368,127.004424,37.590804,commercial,옛날중국집,상업·업무,L1,building=commercial
w1158945369,127.004499,37.590932,commercial,,상업·업무,L1,building=commercial
w1158945370,127.004523,37.590880,commercial,,상업·업무,L1,building=commercial
w1158945371,127.004584,37.590975,commercial,,상업·업무,L1,building=commercial
w1158945372,127.004602,37.591089,commercial,,상업·업무,L1,building=commercial
w1158945373,127.004648,37.591147,commercial,,상업·업무,L1,building=commercial
w1158945374,127.004698,37.591212,residential,,주거,L1,building=residential
w1158945438,127.005113,37.590914,residential,,주거,L1,building=residential
w1158945439,127.004982,37.590903,residential,,주거,L1,building=residential
w1158945440,127.004833,37.591050,residential,,주거,L1,building=residential
w1158945441,127.004749,37.591121,residential,,주거,L1,building=residential
w1158945444,127.004417,37.591133,residential,,주거,L1,building=residential
w1158945445,127.004320,37.591257,residential,,주거,L1,building=residential
w1158945446,127.004571,37.591316,residential,,주거,L1,building=residential
w1158945447,127.004499,37.591388,residential,,주거,L1,building=residential
w1158945448,127.004457,37.591456,residential,,주거,L1,building=residential
w1158945449,127.004404,37.591560,residential,,주거,L1,building=residential
w1158945455,127.004134,37.591549,residential,,주거,L1,building=residential
w1158945456,127.004196,37.591460,residential,,주거,L1,building=residential
w1158945457,127.004066,37.591387,residential,,주거,L1,building=residential
w1158945458,127.004172,37.591341,residential,,주거,L1,building=residential
w1158945459,127.004288,37.591392,residential,,주거,L1,building=residential
w1158945460,127.004076,37.591304,residential,,주거,L1,building=residential
w1158945461,127.003805,37.591350,yes,블루핸즈,상업·업무,L2,shop=car_repair
w1158945462,127.003643,37.591521,commercial,,상업·업무,L1,building=commercial
w1158945463,127.003709,37.591612,residential,,주거,L1,building=residential
w1158945464,127.003844,37.591473,residential,,주거,L1,building=residential
w1158945465,127.003901,37.591548,residential,,주거,L1,building=residential
w1158945466,127.003933,37.591585,residential,,주거,L1,building=residential
w1158945467,127.003988,37.591674,residential,,주거,L1,building=residential
w1158945468,127.004115,37.591660,residential,,주거,L1,building=residential
w1158945469,127.004298,37.590950,residential,,주거,L1,building=residential
w1158945470,127.004307,37.590992,residential,,주거,L1,building=residential
w1158945471,127.004246,37.591096,residential,,주거,L1,building=residential
w1158945472,127.004131,37.591178,residential,,주거,L1,building=residential
w1158945473,127.004222,37.591207,residential,,주거,L1,building=residential
w1158945474,127.004109,37.590918,residential,,주거,L1,building=residential
w1158945475,127.003877,37.591071,commercial,,상업·업무,L1,building=commercial
w1158945476,127.003620,37.590728,commercial,,상업·업무,L1,building=commercial
w1158945477,127.003486,37.590828,commercial,,상업·업무,L1,building=commercial
w1158945478,127.003480,37.590928,commercial,,상업·업무,L1,building=commercial
w1158945479,127.003331,37.591021,yes,성북동주민센터,공공·교육,L2,office=government
w1158945480,127.004048,37.590208,yes,,공공·교육,L4,내부 POI 1개: 성북1치안센터
w1158945481,127.004140,37.590088,yes,,미분류,-,OSM 내 용도 근거 없음
w1158945482,127.004214,37.589991,yes,,미분류,-,OSM 내 용도 근거 없음
w1158945483,127.004014,37.590144,yes,,미분류,-,OSM 내 용도 근거 없음
w1158945484,127.003953,37.590043,yes,,미분류,-,OSM 내 용도 근거 없음
w1158945485,127.003783,37.590227,yes,,미분류,-,OSM 내 용도 근거 없음
w1158945486,127.003824,37.590352,yes,,상업·업무,L5,인접 POI 스냅 1개: 한사랑동물병원 (1m)
w1158945487,127.003704,37.590482,commercial,,상업·업무,L1,building=commercial
w1158945488,127.003534,37.590552,commercial,,상업·업무,L1,building=commercial
w1158945489,127.003400,37.590629,commercial,,상업·업무,L1,building=commercial
w1158945490,127.003292,37.590535,residential,,주거,L1,building=residential
w1158945491,127.003174,37.590436,residential,,주거,L1,building=residential
w1158945492,127.003301,37.590364,residential,,주거,L1,building=residential
w1158945493,127.003415,37.590431,residential,,주거,L1,building=residential
w1158945494,127.003562,37.590381,residential,,주거,L1,building=residential
w1158945495,127.003650,37.590280,residential,,주거,L1,building=residential
w1158945496,127.003422,37.590261,residential,,주거,L1,building=residential
w1158945497,127.003529,37.590157,residential,,주거,L1,building=residential
w1158945498,127.003740,37.590116,residential,,주거,L1,building=residential
w1158945499,127.003759,37.590047,residential,,주거,L1,building=residential
w1158945500,127.003716,37.589934,commercial,,상업·업무,L1,building=commercial
w1158945501,127.003916,37.589939,commercial,,상업·업무,L1,building=commercial
w1158945502,127.004095,37.589938,commercial,,상업·업무,L1,building=commercial
w1158945503,127.004222,37.589852,commercial,,상업·업무,L1,building=commercial
w1158945504,127.004118,37.589786,commercial,,상업·업무,L1,building=commercial
w1158945505,127.004185,37.589702,commercial,,상업·업무,L1,building=commercial
w1158945506,127.004284,37.589770,commercial,,상업·업무,L1,building=commercial
w1158945507,127.004398,37.589681,commercial,,상업·업무,L1,building=commercial
w1158945508,127.004459,37.589590,commercial,,상업·업무,L1,building=commercial
w1158945509,127.004541,37.589496,commercial,,상업·업무,L1,building=commercial
w1158945510,127.004330,37.589484,commercial,,상업·업무,L1,building=commercial
w1158945511,127.004640,37.589187,commercial,,상업·업무,L1,building=commercial
w1158945512,127.004786,37.589264,commercial,,상업·업무,L1,building=commercial
w1158945513,127.004624,37.589531,commercial,,상업·업무,L1,building=commercial
w1158945514,127.004736,37.589433,commercial,,상업·업무,L1,building=commercial
w1158945515,127.004661,37.589396,commercial,,상업·업무,L1,building=commercial
w1158945516,127.004854,37.589305,commercial,,상업·업무,L1,building=commercial
w1158945517,127.004834,37.589060,commercial,,상업·업무,L1,building=commercial
w1158945518,127.004965,37.588881,commercial,,상업·업무,L1,building=commercial
w1158945519,127.005138,37.588727,commercial,,상업·업무,L1,building=commercial
w1158945520,127.005297,37.588782,commercial,,상업·업무,L1,building=commercial
w1158945521,127.005562,37.588631,commercial,,상업·업무,L1,building=commercial
w1158945522,127.005558,37.588516,apartments,,주거,L1,building=apartments
w1158945523,127.005293,37.588430,commercial,,상업·업무,L1,building=commercial
w1158945524,127.005080,37.588543,commercial,,상업·업무,L1,building=commercial
w1158945525,127.004990,37.588647,commercial,,상업·업무,L1,building=commercial
w1158945528,127.004684,37.590356,yes,,미분류,-,OSM 내 용도 근거 없음
w1158945529,127.004786,37.590409,yes,,미분류,-,OSM 내 용도 근거 없음
w1158945530,127.004914,37.590518,yes,,미분류,-,OSM 내 용도 근거 없음
w1158945531,127.004600,37.590816,yes,,미분류,-,OSM 내 용도 근거 없음
w1160652006,127.009426,37.584054,dormitory,삼선학사,주거,L1,building=dormitory
w1160652008,127.009357,37.583721,yes,상상큐브,공공·교육,L4,내부 POI 1개: 한성대학교
w1164809404,126.977402,37.586722,yes,,공공·교육,L6,포함 영역: office=government (청와대)
w1164809405,126.973161,37.585246,yes,,공공·교육,L6,포함 영역: office=government (청와대)
w1164809406,126.973251,37.585257,yes,,공공·교육,L6,포함 영역: office=government (청와대)
w1164809407,126.974322,37.584013,yes,,공공·교육,L6,포함 영역: office=government (청와대)
w1164809408,126.970483,37.584901,yes,,상업·업무,L4,내부 POI 1개: GS25
w1164809409,126.970711,37.584917,yes,,미분류,-,OSM 내 용도 근거 없음
w1164809410,126.971544,37.584775,yes,,미분류,-,OSM 내 용도 근거 없음
w1164809415,126.972246,37.584716,yes,,상업·업무,L4,내부 POI 1개: 큔
w1164809417,126.972231,37.586114,yes,,미분류,-,OSM 내 용도 근거 없음
w1164809418,126.972836,37.585762,yes,,미분류,-,OSM 내 용도 근거 없음
w1164809419,126.972155,37.585340,yes,,종교·문화,L4,내부 POI 1개: 궁정교회
w1164809420,126.972286,37.585700,yes,,미분류,-,OSM 내 용도 근거 없음
w1164809421,126.973892,37.585474,yes,,공공·교육,L6,포함 영역: office=government (청와대)
w1164809422,126.973770,37.585377,yes,,공공·교육,L6,포함 영역: office=government (청와대)
w1164809423,126.972924,37.584748,yes,,공공·교육,L6,포함 영역: office=government (청와대)
w1164809424,126.973164,37.584754,yes,,공공·교육,L6,포함 영역: office=government (청와대)
w1164809425,126.973245,37.584688,yes,,공공·교육,L6,포함 영역: office=government (청와대)
w1164809426,126.973341,37.584967,yes,,공공·교육,L6,포함 영역: office=government (청와대)
w1164809427,126.972389,37.585768,yes,,미분류,-,OSM 내 용도 근거 없음
w1165232436,126.990602,37.562531,yes,Travelodge,상업·업무,L2,tourism=hotel
w1165575335,126.998572,37.590434,yes,Olympic community sports center,종교·문화,L2,club=sport
w1168305923,126.963465,37.573037,house,딜쿠샤,주거,L1,building=house
w1168305927,126.964693,37.574174,yes,종로문화체육센터,공공·교육,L2,leisure=sports_centre
w1168305928,126.964855,37.574978,church,수도교회,종교·문화,L1,building=church
w1171251552,126.981816,37.555743,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251553,126.981954,37.555827,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251555,126.980977,37.554574,yes,,종교·문화,L4,내부 POI 1개: 혼천의
w1171251556,126.980427,37.555081,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251557,126.980336,37.555131,roof,,기타·부속,L1,building=roof
w1171251558,126.980430,37.555119,roof,,기타·부속,L1,building=roof
w1171251559,126.980388,37.555061,roof,,기타·부속,L1,building=roof
w1171251560,126.981562,37.555172,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251561,126.981295,37.555157,yes,,상업·업무,L5,인접 POI 스냅 1개: MAMOE(마뫼) (2m)
w1171251562,126.981758,37.556037,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251563,126.981618,37.556092,yes,,상업·업무,L4,내부 POI 1개: 바나나리프
w1171251564,126.981287,37.556060,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251565,126.981294,37.556248,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251566,126.981383,37.556458,yes,,상업·업무,L4,"내부 POI 4개: 언더하우스, 우리복집, 왕대박지지미촌"
w1171251567,126.981350,37.556585,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251568,126.981372,37.556631,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251569,126.981389,37.556682,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251570,126.981497,37.556696,yes,,상업·업무,L4,내부 POI 1개: 유가
w1171251571,126.981488,37.556618,yes,,상업·업무,L4,내부 POI 1개: 바른돈까스
w1171251572,126.980906,37.555773,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251573,126.980793,37.555747,yes,,상업·업무,L4,내부 POI 1개: 와인슈타인
w1171251574,126.980657,37.555937,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251575,126.980894,37.556014,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251576,126.981131,37.555887,yes,,종교·문화,L5,인접 POI 스냅 1개: 남산교회 (4m)
w1171251577,126.981920,37.556170,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251578,126.981943,37.556061,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251579,126.981927,37.555979,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251580,126.982059,37.555957,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251581,126.982066,37.556049,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251582,126.982845,37.555176,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251583,126.983055,37.555162,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251586,126.980504,37.555044,roof,,기타·부속,L1,building=roof
w1171251587,126.980313,37.555759,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251588,126.982067,37.556159,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251589,126.982066,37.556266,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251590,126.981984,37.556374,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251591,126.981978,37.556567,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251592,126.982013,37.556458,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251593,126.982027,37.556415,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251594,126.982076,37.556363,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251595,126.981898,37.556388,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251596,126.981919,37.556505,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251597,126.981926,37.556475,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251598,126.981869,37.556581,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251599,126.981739,37.556510,yes,,상업·업무,L5,인접 POI 스냅 1개: 썬포토 (4m)
w1171251600,126.981857,37.556450,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251601,126.981772,37.556349,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251602,126.980485,37.556220,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251603,126.980734,37.556189,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251604,126.980953,37.556237,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251605,126.980468,37.555842,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251606,126.980392,37.555861,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251607,126.980177,37.555873,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251608,126.980158,37.555942,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251609,126.980088,37.555934,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251610,126.980060,37.556008,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251611,126.980003,37.555912,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251612,126.980109,37.555873,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251613,126.980348,37.555957,yes,,상업·업무,L4,내부 POI 1개: 요리를통한도시재생 사회적협동조합
w1171251614,126.980216,37.555922,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251615,126.980291,37.555863,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251616,126.980278,37.555920,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251617,126.980224,37.555971,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251618,126.980161,37.556008,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251619,126.980159,37.556044,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251620,126.980224,37.556051,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251621,126.980251,37.556058,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251622,126.980289,37.556069,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251623,126.980177,37.556126,yes,,미분류,-,OSM 내 용도 근거 없음
w1171251624,126.980233,37.556203,yes,,미분류,-,OSM 내 용도 근거 없음
